url	title	provider	monitor	os	front_cam	back_cam	cpu	ram	rom	SD	SIM	battery
https://thegioididong.com/dtdd/samsung-galaxy-note-10-plus	Điện thoại Samsung Galaxy Note 10+	thegioididong	Dynamic AMOLED, 6.8", Quad HD+ (2K+)	Android 9.0 (Pie)	Chính 12 MP & Phụ 12 MP, 16 MP, TOF 3D	10 MP	Exynos 9825 8 nhân	12 GB	256 GB	MicroSD, hỗ trợ tối đa 1 TB	2 SIM Nano (SIM 2 chung khe thẻ nhớ), Hỗ trợ 4G	4300 mAh, có sạc nhanh
https://thegioididong.com/dtdd/vivo-y19	Điện thoại Vivo Y19	thegioididong	IPS LCD, 6.53", Full HD+	Android 9.0 (Pie)	Chính 16 MP & Phụ 8 MP, 2 MP	16 MP	MediaTek MT6768 8 nhân (Helio P65)	6 GB	128 GB	MicroSD, hỗ trợ tối đa 256 GB	2 Nano SIM, Hỗ trợ 4G	5000 mAh, có sạc nhanh
https://thegioididong.com/dtdd/samsung-galaxy-a50s	Điện thoại Samsung Galaxy A50s	thegioididong	Super AMOLED, 6.4", Full HD+	Android 9.0 (Pie)	Chính 48 MP & Phụ 8 MP, 5 MP	32 MP	Exynos 9610 8 nhân	4 GB	64 GB	MicroSD, hỗ trợ tối đa 512 GB	2 Nano SIM, Hỗ trợ 4G	4000 mAh, có sạc nhanh
https://thegioididong.com/dtdd/oppo-reno2-f	Điện thoại OPPO Reno2 F	thegioididong	AMOLED, 6.5", Full HD+	Android 9.0 (Pie)	Chính 48 MP & Phụ 8 MP, 2 MP, 2 MP	16 MP	MediaTek Helio P70 8 nhân	8 GB	128 GB	MicroSD, hỗ trợ tối đa 256 GB	2 Nano SIM, Hỗ trợ 4G	4000 mAh, có sạc nhanh
https://thegioididong.com/dtdd/samsung-galaxy-a30s	Điện thoại Samsung Galaxy A30s	thegioididong	Super AMOLED, 6.4", HD+	Android 9.0 (Pie)	Chính 25 MP & Phụ 8 MP, 5 MP	16 MP	Exynos 7904 8 nhân	4 GB	64 GB	MicroSD, hỗ trợ tối đa 512 GB	2 Nano SIM, Hỗ trợ 4G	4000 mAh, có sạc nhanh
https://thegioididong.com/dtdd/xiaomi-redmi-8-64gb	Điện thoại Xiaomi Redmi 8 (4GB/64GB)	thegioididong	IPS LCD, 6.22", HD+	Android 9.0 (Pie)	Chính 12 MP & Phụ 2 MP	8 MP	Qualcomm Snapdragon 439 8 nhân 64-bit	4 GB	64 GB	MicroSD, hỗ trợ tối đa 512 GB	2 Nano SIM, Hỗ trợ 4G	5000 mAh, có sạc nhanh
https://thegioididong.com/dtdd/oppo-a5-2020	Điện thoại OPPO A5 (2020) 64GB	thegioididong	TFT, 6.5", HD+	Android 9.0 (Pie)	Chính 12 MP & Phụ 8 MP, 2 MP, 2 MP	8 MP	Snapdragon 665 8 nhân	3 GB	64 GB	MicroSD, hỗ trợ tối đa 256 GB	2 Nano SIM, Hỗ trợ 4G	5000 mAh
https://thegioididong.com/dtdd/samsung-galaxy-s10-plus-512gb	Điện thoại Samsung Galaxy S10+ (512GB)	thegioididong	Dynamic AMOLED, 6.4", Quad HD+ (2K+)	Android 9.0 (Pie)	Chính 12 MP & Phụ 12 MP, 16 MP	Chính 10 MP & Phụ 8 MP	Exynos 9820 8 nhân	8 GB	512 GB	MicroSD, hỗ trợ tối đa 512 GB	2 SIM Nano (SIM 2 chung khe thẻ nhớ), Hỗ trợ 4G	4100 mAh, có sạc nhanh
https://thegioididong.com/dtdd/samsung-galaxy-note-9	Điện thoại Samsung Galaxy Note 9	thegioididong	Super AMOLED, 6.4", Quad HD+ (2K+)	Android 8.1 (Oreo)	Chính 12 MP & Phụ 12 MP	8 MP	Exynos 9810 8 nhân	6 GB	128 GB	MicroSD, hỗ trợ tối đa 512 GB	2 SIM Nano (SIM 2 chung khe thẻ nhớ), Hỗ trợ 4G	4000 mAh, có sạc nhanh
https://thegioididong.com/dtdd/samsung-galaxy-s10-plus	Điện thoại Samsung Galaxy S10+	thegioididong	Dynamic AMOLED, 6.4", Quad HD+ (2K+)	Android 9.0 (Pie)	Chính 12 MP & Phụ 12 MP, 16 MP	Chính 10 MP & Phụ 8 MP	Exynos 9820 8 nhân 64-bit	8 GB	128 GB	MicroSD, hỗ trợ tối đa 512 GB	2 SIM Nano (SIM 2 chung khe thẻ nhớ), Hỗ trợ 4G	4100 mAh, có sạc nhanh
https://thegioididong.com/dtdd/huawei-p30-pro	Điện thoại Huawei P30 Pro	thegioididong	OLED, 6.47", Full HD+	Android 9.0 (Pie)	Chính 40 MP & Phụ 20 MP, 8 MP, TOF 3D	32 MP	Kirin 980 8 nhân	8 GB	256 GB	NM card, hỗ trợ tối đa 256 GB	2 SIM Nano (SIM 2 chung khe thẻ nhớ), Hỗ trợ 4G	4200 mAh, có sạc nhanh
https://thegioididong.com/dtdd/blackberry-key2	Điện thoại BlackBerry KEY2	thegioididong	IPS LCD, 4.5", Full HD	Android 8.1 (Oreo)	Chính 12 MP & Phụ 12 MP	8 MP	Qualcomm Snapdragon 660 8 nhân	6 GB	64 GB	MicroSD, hỗ trợ tối đa 256 GB	2 Nano SIM, Hỗ trợ 4G	3500 mAh, có sạc nhanh
https://thegioididong.com/dtdd/oppo-reno2	Điện thoại OPPO Reno2	thegioididong	Sunlight AMOLED, 6.55", Full HD+	Android 9.0 (Pie)	Chính 48 MP & Phụ 13 MP, 8 MP, 2 MP	16 MP	Snapdragon 730G 8 nhân	8 GB	256 GB	MicroSD, hỗ trợ tối đa 256 GB	2 SIM Nano (SIM 2 chung khe thẻ nhớ), Hỗ trợ 4G	4000 mAh, có sạc nhanh
https://thegioididong.com/dtdd/oppo-reno2	Điện thoại OPPO Reno2	thegioididong	Sunlight AMOLED, 6.55", Full HD+	Android 9.0 (Pie)	Chính 48 MP & Phụ 13 MP, 8 MP, 2 MP	16 MP	Snapdragon 730G 8 nhân	8 GB	256 GB	MicroSD, hỗ trợ tối đa 256 GB	2 SIM Nano (SIM 2 chung khe thẻ nhớ), Hỗ trợ 4G	4000 mAh, có sạc nhanh
https://thegioididong.com/dtdd/samsung-galaxy-a9-2018	Điện thoại Samsung Galaxy A9 (2018)	thegioididong	Super AMOLED, 6.3", Full HD+	Android 8.0 (Oreo)	Chính 24 MP & Phụ 10 MP, 8 MP, 5 MP	24 MP	Snapdragon 660 8 nhân	6 GB	128 GB	MicroSD, hỗ trợ tối đa 512 GB	2 Nano SIM, Hỗ trợ 4G	3800 mAh, có sạc nhanh
https://thegioididong.com/dtdd/blackberry-key2-le	Điện thoại BlackBerry KEY2 LE	thegioididong	IPS LCD, 4.5", Full HD	Android 8.1 (Oreo)	Chính 13 MP & Phụ 5 MP	8 MP	Snapdragon 636 8 nhân	4 GB	64 GB	MicroSD, hỗ trợ tối đa 256 GB	2 SIM Nano (SIM 2 chung khe thẻ nhớ), Hỗ trợ 4G	3000 mAh, có sạc nhanh
https://thegioididong.com/dtdd/samsung-galaxy-a70	Điện thoại Samsung Galaxy A70	thegioididong	Super AMOLED, 6.7", Full HD+	Android 9.0 (Pie)	Chính 32 MP & Phụ 8 MP, 5 MP	32 MP	Snapdragon 675 8 nhân	6 GB	128 GB	MicroSD, hỗ trợ tối đa 512 GB	2 Nano SIM, Hỗ trợ 4G	4500 mAh, có sạc nhanh
https://thegioididong.com/dtdd/oppo-f11-pro-128gb	Điện thoại OPPO F11 Pro 128GB	thegioididong	LTPS LCD, 6.5", Full HD+	Android 9.0 (Pie)	Chính 48 MP & Phụ 5 MP	16 MP	MediaTek Helio P70 8 nhân	6 GB	128 GB	MicroSD, hỗ trợ tối đa 256 GB	2 SIM Nano (SIM 2 chung khe thẻ nhớ), Hỗ trợ 4G	4000 mAh, có sạc nhanh
https://thegioididong.com/dtdd/samsung-galaxy-a50-128gb	Điện thoại Samsung Galaxy A50 128GB	thegioididong	Super AMOLED, 6.4", Full HD+	Android 9.0 (Pie)	Chính 25 MP & Phụ 8 MP, 5 MP	25 MP	Exynos 9610 8 nhân 64-bit	6 GB	128 GB	MicroSD, hỗ trợ tối đa 512 GB	2 Nano SIM, Hỗ trợ 4G	4000 mAh, có sạc nhanh
https://thegioididong.com/dtdd/realme-xt	Điện thoại Realme XT	thegioididong	Super AMOLED, 6.4", Full HD+	Android 9.0 (Pie)	Chính 64 MP & Phụ 8 MP, 2 MP, 2 MP	16 MP	Snapdragon 712 8 nhân	8 GB	128 GB	MicroSD, hỗ trợ tối đa 256 GB	2 Nano SIM, Hỗ trợ 4G	4000 mAh, có sạc nhanh
https://thegioididong.com/dtdd/samsung-galaxy-a7-2018-128gb	Điện thoại Samsung Galaxy A7 (2018) 128GB	thegioididong	Super AMOLED, 6.0", Full HD+	Android 8.0 (Oreo)	Chính 24 MP & Phụ 8 MP, 5 MP	24 MP	Exynos 7885 8 nhân 64-bit	6 GB	128 GB	MicroSD, hỗ trợ tối đa 512 GB	2 Nano SIM, Hỗ trợ 4G	3300 mAh
https://thegioididong.com/dtdd/blackberry-keyone	Điện thoại BlackBerry KEYone 4GB/64GB	thegioididong	IPS LCD, 4.5", Full HD	Android 7.1 (Nougat)	12 MP	8 MP	Snapdragon 625 8 nhân 64-bit	4 GB	64 GB	MicroSD, hỗ trợ tối đa 256 GB	1 Nano SIM, Hỗ trợ 4G	3505 mAh, có sạc nhanh
https://thegioididong.com/dtdd/oppo-f11	Điện thoại OPPO F11	thegioididong	LTPS LCD, 6.5", Full HD+	Android 9.0 (Pie)	Chính 48 MP & Phụ 5 MP	16 MP	MediaTek Helio P70 8 nhân	6 GB	64 GB	MicroSD, hỗ trợ tối đa 256 GB	2 SIM Nano (SIM 2 chung khe thẻ nhớ), Hỗ trợ 4G	4020 mAh, có sạc nhanh
https://thegioididong.com/dtdd/samsung-galaxy-a50	Điện thoại Samsung Galaxy A50 64GB	thegioididong	Super AMOLED, 6.4", Full HD+	Android 9.0 (Pie)	Chính 25 MP & Phụ 8 MP, 5 MP	25 MP	Exynos 9610 8 nhân	4 GB	64 GB	MicroSD, hỗ trợ tối đa 512 GB	2 Nano SIM, Hỗ trợ 4G	4000 mAh, có sạc nhanh
https://thegioididong.com/dtdd/samsung-galaxy-a7-2018	Điện thoại Samsung Galaxy A7 (2018)	thegioididong	Super AMOLED, 6.0", Full HD+	Android 8.0 (Oreo)	Chính 24 MP & Phụ 8 MP, 5 MP	24 MP	Exynos 7885 8 nhân 64-bit	4 GB	64 GB	MicroSD, hỗ trợ tối đa 512 GB	2 Nano SIM, Hỗ trợ 4G	3300 mAh
https://thegioididong.com/dtdd/oppo-a9	Điện thoại OPPO A9 (2020)	thegioididong	TFT, 6.5", HD+	Android 9.0 (Pie)	Chính 48 MP & Phụ 8 MP, 2 MP, 2 MP	16 MP	Snapdragon 665 8 nhân	8 GB	128 GB	MicroSD, hỗ trợ tối đa 256 GB	2 Nano SIM, Hỗ trợ 4G	5000 mAh
